USER_KEY,MOVIE_KEY,rating
U1,M2193,4
U1,M2253,2
U1,M2268,4
U1,M2273,4
U1,M2291,5
U1,M2329,5
U1,M2338,2
U1,M2353,5
U1,M2366,4
U1,M2387,5
U1,M2389,2
U1,M2395,5
U1,M2406,4
U1,M2414,3
U1,M2427,5
U1,M2450,4
U1,M2459,5
U1,M2470,5
U1,M2478,4
U1,M2492,4
U1,M2502,5
U1,M2528,3
U1,M2529,5
U1,M2542,5
U1,M2571,5
U1,M2580,5
U1,M2596,5
U1,M2616,4
U1,M2617,2
U1,M2628,4
U1,M2640,4
U1,M2641,5
U1,M2644,4
U1,M2648,4
U1,M2654,5
U1,M2657,3
U1,M2692,5
U1,M2700,5
U1,M2716,5
U1,M2761,5
U1,M2797,4
U1,M2826,4
U1,M2858,5
U1,M2872,5
U1,M2899,5
U1,M2916,4
U1,M2944,5
U1,M2947,5
U1,M2948,5
U1,M2949,5
U1,M2959,5
U1,M2985,4
U1,M2987,5
U1,M2991,5
U1,M2993,5
U1,M2997,4
U1,M3033,5
U1,M3034,5
U1,M3052,5
U1,M3053,5
U1,M3062,4
U1,M3147,5
U1,M3168,4
U1,M3176,1
U1,M3243,3
U1,M3247,3
U1,M3253,5
U1,M3273,5
U1,M3386,5
U1,M3439,4
U1,M3440,4
U1,M3441,5
U1,M3448,5
U1,M3450,5
U1,M3479,4
U1,M3489,4
U1,M3527,4
U1,M3578,5
U1,M3617,4
U1,M3639,4
U1,M3671,5
U1,M3702,5
U1,M3703,5
U1,M3729,5
U1,M3740,4
U1,M3744,4
U1,M3793,5
U1,M3809,4
U1,M4006,4
U1,M5060,5
U2,M318,3
U2,M333,4
U2,M1704,4.5
U2,M3578,4
U2,M6874,4
U2,M8798,3.5
U2,M46970,4
U2,M48516,4
U2,M58559,4.5
U2,M60756,5
U2,M68157,4.5
U2,M71535,3
U2,M74458,4
U2,M77455,3
U2,M79132,4
U2,M80489,4.5
U2,M80906,5
U2,M86345,4
U2,M89774,5
U2,M91529,3.5
U2,M91658,2.5
U2,M99114,3.5
U2,M106782,5
U2,M109487,3
U2,M112552,4
U2,M114060,2
U2,M115713,3.5
U2,M122882,5
U2,M131724,5
U3,M31,0.5
U3,M527,0.5
U3,M647,0.5
U3,M688,0.5
U3,M720,0.5
U3,M849,5
U3,M914,0.5
U3,M1093,0.5
U3,M1124,0.5
U3,M1263,0.5
U3,M1272,0.5
U3,M1275,3.5
U3,M1302,0.5
U3,M1371,3
U3,M1587,4.5
U3,M2018,0.5
U3,M2080,0.5
U3,M2090,0.5
U3,M2105,2
U3,M2288,4
U3,M2424,0.5
U3,M2851,5
U3,M3024,4.5
U3,M3210,0.5
U3,M3703,5
U3,M3949,0.5
U3,M4518,5
U3,M5048,0.5
U3,M5181,5
U3,M5746,5
U3,M5764,4.5
U3,M5919,5
U3,M6238,0.5
U3,M6835,5
U3,M7899,4.5
U3,M7991,5
U3,M26409,4.5
U3,M70946,5
U3,M72378,0.5
U4,M21,3
U4,M32,2
U4,M45,3
U4,M47,2
U4,M52,3
U4,M58,3
U4,M106,4
U4,M125,5
U4,M126,1
U4,M162,5
U4,M171,3
U4,M176,5
U4,M190,2
U4,M215,5
U4,M222,1
U4,M232,5
U4,M235,2
U4,M247,3
U4,M260,5
U4,M265,5
U4,M296,1
U4,M319,5
U4,M342,5
U4,M345,4
U4,M348,4
U4,M351,3
U4,M357,3
U4,M368,4
U4,M417,2
U4,M441,1
U4,M450,2
U4,M457,5
U4,M475,5
U4,M492,5
U4,M509,1
U4,M538,5
U4,M539,1
U4,M553,2
U4,M588,4
U4,M593,5
U4,M595,3
U4,M599,2
U4,M608,5
U4,M648,3
U4,M708,4
U4,M759,3
U4,M800,4
U4,M892,4
U4,M898,5
U4,M899,4
U4,M902,4
U4,M904,4
U4,M908,5
U4,M910,5
U4,M912,5
U4,M914,5
U4,M919,5
U4,M920,5
U4,M930,5
U4,M937,3
U4,M1025,4
U4,M1046,5
U4,M1057,3
U4,M1060,2
U4,M1073,4
U4,M1077,5
U4,M1079,2
U4,M1080,5
U4,M1084,5
U4,M1086,5
U4,M1094,3
U4,M1103,5
U4,M1136,5
U4,M1179,4
U4,M1183,1
U4,M1188,5
U4,M1196,5
U4,M1197,5
U4,M1198,3
U4,M1199,2
U4,M1203,5
U4,M1211,1
U4,M1213,4
U4,M1219,4
U4,M1225,4
U4,M1250,5
U4,M1259,4
U4,M1265,4
U4,M1266,4
U4,M1279,2
U4,M1282,5
U4,M1283,5
U4,M1288,4
U4,M1291,4
U4,M1304,3
U4,M1391,1
U4,M1449,5
U4,M1466,4
U4,M1500,4
U4,M1517,4
U4,M1580,3
U4,M1597,1
U4,M1617,2
U4,M1641,4
U4,M1704,1
U4,M1719,4
U4,M1732,4
U4,M1733,5
U4,M1734,3
U4,M1834,5
U4,M1860,2
U4,M1883,4
U4,M1885,3
U4,M1892,2
U4,M1895,4
U4,M1907,3
U4,M1914,4
U4,M1916,1
U4,M1923,3
U4,M1947,5
U4,M1966,2
U4,M1967,5
U4,M1968,4
U4,M2019,2
U4,M2076,4
U4,M2078,5
U4,M2109,4
U4,M2145,3
U4,M2150,5
U4,M2174,5
U4,M2186,5
U4,M2203,4
U4,M2204,5
U4,M2282,1
U4,M2324,1
U4,M2336,2
U4,M2351,4
U4,M2359,4
U4,M2390,5
U4,M2395,3
U4,M2406,4
U4,M2467,4
U4,M2571,1
U4,M2583,5
U4,M2599,5
U4,M2628,1
U4,M2683,4
U4,M2692,5
U4,M2712,2
U4,M2762,4
U4,M2763,1
U4,M2770,2
U4,M2791,5
U4,M2843,5
U4,M2858,5
U4,M2874,4
U4,M2921,4
U4,M2926,5
U4,M2959,2
U4,M2973,2
U4,M2997,4
U4,M3033,4
U4,M3044,5
U4,M3060,4
U4,M3079,3
U4,M3083,5
U4,M3160,4
U4,M3175,1
U4,M3176,4
U4,M3204,4
U4,M3255,4
U4,M3317,4
U4,M3358,3
U4,M3365,5
U4,M3386,4
U4,M3408,4
U4,M3481,2
U4,M3489,1
U4,M3508,5
U4,M3538,2
U4,M3591,1
U4,M3788,3
U4,M3809,3
U4,M3851,5
U4,M3897,4
U4,M3911,3
U4,M3967,4
U4,M3996,4
U4,M4002,3
U4,M4014,1
U4,M4020,3
U4,M4021,4
U4,M4027,3
U4,M4029,3
U4,M4033,4
U4,M4034,5
U4,M4074,3
U4,M4121,4
U4,M4144,3
U4,M4166,3
U4,M4226,2
U4,M4239,5
U4,M4246,4
U4,M4252,3
U4,M4260,2
U4,M4273,4
U4,M4308,1
U4,M4347,4
U4,M4381,3
U4,M4641,1
U4,M4741,3
U4,M4765,5
U4,M4881,3
U4,M4896,4
U4,M4902,4
U4,M4967,5
U5,M1,4
U5,M21,4
U5,M34,4
U5,M36,4
U5,M39,3
U5,M50,4
U5,M58,5
U5,M110,4
U5,M150,3
U5,M153,3
U5,M232,4
U5,M247,5
U5,M253,3
U5,M261,4
U5,M265,3
U5,M266,1
U5,M290,5
U5,M296,5
U5,M300,3
U5,M316,2
U5,M318,3
U5,M344,3
U5,M349,3
U5,M357,2
U5,M364,3
U5,M367,4
U5,M380,2
U5,M410,3
U5,M457,4
U5,M474,4
U5,M475,5
U5,M515,3
U5,M527,5
U5,M531,4
U5,M534,3
U5,M588,4
U5,M589,3
U5,M590,5
U5,M592,3
U5,M594,5
U5,M595,5
U5,M596,5
U5,M597,3
U5,M608,3
U6,M2,4
U6,M3,5
U6,M4,3
U6,M5,5
U6,M6,4
U6,M7,4
U6,M8,3
U6,M10,3
U6,M11,4
U6,M13,3
U6,M15,4
U6,M16,4
U6,M17,4
U6,M19,2
U6,M21,2
U6,M22,5
U6,M24,4
U6,M25,3
U6,M26,4
U6,M27,3
U6,M31,3
U6,M32,4
U6,M34,4
U6,M36,5
U6,M41,4
U6,M43,4
U6,M45,3
U6,M46,4
U6,M47,4
U6,M50,1
U6,M54,4
U6,M60,4
U6,M61,4
U6,M62,4
U6,M65,3
U6,M66,3
U6,M76,4
U6,M79,3
U6,M86,5
U6,M87,3
U6,M88,2
U6,M89,4
U6,M92,4
U6,M93,4
U6,M95,4
U6,M100,3
U6,M102,1
U6,M104,4
U6,M105,3
U6,M110,5
U6,M112,4
U6,M113,3
U6,M126,3
U6,M135,3
U6,M140,3
U6,M141,4
U6,M145,4
U6,M146,4
U6,M150,4
U6,M151,4
U6,M153,3
U6,M158,4
U6,M159,3
U6,M160,5
U6,M161,3
U6,M163,3
U6,M165,3
U6,M168,5
U6,M170,3
U6,M171,3
U6,M174,3
U6,M177,3
U6,M179,1
U6,M180,2
U6,M181,3
U6,M185,3
U6,M186,3
U6,M189,3
U6,M191,2
U6,M195,4
U6,M196,3
U6,M201,3
U6,M204,3
U6,M205,3
U6,M207,4
U6,M208,3
U6,M209,3
U6,M210,4
U6,M212,4
U6,M216,4
U6,M217,3
U6,M218,2
U6,M219,3
U6,M222,4
U6,M224,3
U6,M225,4
U6,M230,5
U6,M231,3
U6,M234,2
U6,M236,4
U6,M237,4
U6,M239,3
U6,M240,3
U6,M243,3
U6,M248,5
U6,M250,4
U6,M251,3
U6,M252,4
U6,M253,3
U6,M254,3
U6,M256,3
U6,M257,5
U6,M258,3
U6,M261,4
U6,M262,5
U6,M265,3
U6,M266,3
U6,M267,3
U6,M270,3
U6,M271,4
U6,M273,3
U6,M274,4
U6,M276,4
U6,M277,5
U6,M279,3
U6,M281,4
U6,M282,3
U6,M288,2
U6,M289,3
U6,M291,3
U6,M292,4
U6,M293,3
U6,M296,2
U6,M302,3
U6,M303,3
U6,M304,4
U6,M310,3
U6,M312,1
U6,M313,3
U6,M314,5
U6,M315,4
U6,M316,5
U6,M317,4
U6,M318,5
U6,M327,1
U6,M329,4
U6,M330,3
U6,M332,3
U6,M333,5
U6,M336,3
U6,M337,5
U6,M339,4
U6,M340,4
U6,M342,3
U6,M343,3
U6,M344,3
U6,M347,3
U6,M348,3
U6,M349,5
U6,M350,5
U6,M351,4
U6,M352,3
U6,M353,4
U6,M354,4
U6,M355,4
U6,M356,5
U6,M357,3
U6,M358,3
U6,M359,3
U6,M360,3
U6,M361,4
U6,M362,3
U6,M364,5
U6,M366,3
U6,M367,4
U6,M368,5
U6,M370,4
U6,M371,3
U6,M374,3
U6,M377,5
U6,M378,3
U6,M380,4
U6,M381,3
U6,M382,3
U6,M383,3
U6,M405,3
U6,M410,3
U6,M412,3
U6,M415,4
U6,M416,3
U6,M419,3
U6,M426,3
U6,M432,5
U6,M434,4
U6,M435,3
U6,M437,3
U6,M440,4
U6,M445,3
U6,M450,4
U6,M454,4
U6,M455,3
U6,M457,5
U6,M458,3
U6,M460,3
U6,M466,2
U6,M468,4
U6,M469,4
U6,M472,3
U6,M474,4
U6,M475,4
U6,M477,4
U6,M480,5
U6,M485,3
U6,M489,3
U6,M490,3
U6,M491,4
U6,M493,3
U6,M494,3
U6,M497,3
U6,M500,5
U6,M502,3
U6,M505,3
U6,M508,4
U6,M509,3
U6,M510,3
U6,M515,4
U6,M516,4
U6,M520,3
U6,M524,3
U6,M527,3
U6,M531,3
U6,M532,3
U6,M536,3
U6,M537,3
U6,M539,3
U6,M540,3
U6,M542,4
U6,M543,3
U6,M546,2
U6,M548,3
U6,M552,3
U6,M553,5
U6,M569,4
U6,M575,3
U6,M587,5
U6,M588,5
U6,M589,3
U6,M590,5
U6,M592,3
U6,M593,4
U6,M594,4
U6,M595,5
U6,M596,3
U6,M597,4
U6,M606,3
U6,M608,3
U6,M609,4
U6,M616,5
U6,M628,3
U6,M631,4
U6,M637,4
U6,M640,1
U6,M647,4
U6,M662,3
U6,M667,3
U6,M694,3
U6,M697,3
U6,M700,4
U6,M704,3
U6,M708,4
U6,M709,5
U6,M710,3
U6,M711,4
U6,M719,2
U6,M736,5
U6,M747,3
U6,M762,1
U6,M765,3
U6,M775,3
U6,M780,5
U6,M783,5
U6,M795,3
U6,M799,3
U6,M801,3
U6,M802,4
U6,M818,3
U6,M830,5
U6,M835,4
U6,M837,3
U6,M838,4
U6,M839,3
U6,M842,3
U6,M848,4
U6,M852,4
U6,M867,3
U6,M880,3
U6,M881,3
U6,M888,3
U6,M891,3
U6,M979,3
U6,M981,3
U6,M986,4
U6,M991,4
U6,M996,4
U6,M999,2
U6,M1004,4
U6,M1006,4
U6,M1042,3
U6,M1049,5
U6,M1061,4
U6,M1064,4
U6,M1073,3
U6,M1082,4
U6,M1084,3
U7,M1,4.5
U7,M50,4.5
U7,M58,3
U7,M150,4.5
U7,M165,4
U7,M260,5
U7,M356,5
U7,M380,3
U7,M466,5
U7,M480,5
U7,M587,2
U7,M588,3
U7,M589,2.5
U7,M592,3
U7,M593,5
U7,M595,3.5
U7,M648,4
U7,M750,4
U7,M780,4.5
U7,M920,3
U7,M924,4
U7,M1101,4
U7,M1183,1.5
U7,M1196,4
U7,M1208,4
U7,M1210,4
U7,M1219,5
U7,M1220,4.5
U7,M1240,5
U7,M1246,1.5
U7,M1270,5
U7,M1517,3.5
U7,M1584,5
U7,M1610,4
U7,M1617,3
U7,M1682,3
U7,M1784,0.5
U7,M1917,4
U7,M1923,1.5
U7,M1954,4.5
U7,M2019,5
U7,M2324,2
U7,M2353,3.5
U7,M2529,5
U7,M2628,1.5
U7,M2640,3
U7,M2671,4.5
U7,M2683,2
U7,M2688,2.5
U7,M2701,1.5
U7,M2717,3.5
U7,M2762,4.5
U7,M2858,4
U7,M3114,4.5
U7,M3354,1.5
U7,M3408,4.5
U7,M3578,1.5
U7,M3623,1
U7,M3793,3.5
U7,M3869,5
U7,M3916,4
U7,M3977,2.5
U7,M3994,3
U7,M4018,4
U7,M4223,2
U7,M4246,2
U7,M4306,4
U7,M4310,0.5
U7,M4370,4.5
U7,M4643,1
U7,M4700,1.5
U7,M4844,1.5
U7,M4874,3
U7,M4886,4
U7,M4896,4
U7,M4963,4
U7,M4993,4.5
U7,M4995,4.5
U7,M5218,3.5
U7,M5349,3.5
U7,M5378,0.5
U7,M5445,4
U7,M5459,3
U7,M5464,3
U7,M5502,1.5
U7,M5618,5
U7,M5816,4.5
U7,M5952,4.5
U7,M5989,4
U7,M5991,4.5
U7,M6333,4
U7,M6365,4
U7,M6534,0.5
U7,M6539,4.5
U7,M6863,4.5
U7,M6934,2
U7,M7143,4.5
U7,M7153,4
U7,M7155,3
U7,M7445,4
U7,M8207,4.5
U7,M8360,3.5
U7,M8368,2.5
U7,M8373,2
U7,M8528,4.5
U7,M8636,4.5
U7,M8665,3.5
U7,M8666,1
U7,M8783,1
U7,M8798,4.5
U7,M8808,1.5
U7,M8865,1
U7,M8870,3.5
U7,M8907,1
U7,M8908,4.5
U7,M8949,4
U7,M8957,4
U7,M8958,3.5
U7,M8961,4
U7,M8965,1
U7,M8970,2.5
U7,M8972,2.5
U7,M8984,4
U7,M27741,3
U7,M30812,3.5
U7,M30816,2
U7,M31878,3.5
U7,M32029,2
U7,M32031,1.5
U7,M32296,2
U7,M32587,3.5
U7,M33162,3.5
U7,M33493,1
U7,M33794,2
U7,M33836,1
U7,M34048,3
U7,M34319,4.5
U7,M37741,3.5
U7,M38388,3.5
U7,M42002,4.5
U7,M45499,4
U7,M45517,4.5
U7,M45668,1
U7,M45730,0.5
U7,M46530,1
U7,M48516,1
U7,M48783,4.5
U7,M48997,2.5
U7,M49272,4.5
U7,M49278,3.5
U7,M49286,0.5
U7,M49824,3
U8,M2,4
U8,M10,2
U8,M11,4
U8,M21,4
U8,M32,3
U8,M34,5
U8,M39,3
U8,M47,4
U8,M50,5
U8,M110,3
U8,M141,3
U8,M150,4
U8,M153,2
U8,M185,5
U8,M186,4
U8,M208,3
U8,M231,4
U8,M235,3
U8,M236,3
U8,M252,3
U8,M253,5
U8,M282,3
U8,M292,3
U8,M296,4
U8,M317,3
U8,M318,5
U8,M339,3
U8,M356,3
U8,M357,5
U8,M364,5
U8,M367,3
U8,M377,4
U8,M380,5
U8,M432,1
U8,M440,3
U8,M454,4
U8,M457,3
U8,M480,4
U8,M500,2
U8,M527,5
U8,M539,3
U8,M586,3
U8,M587,3
U8,M590,5
U8,M592,3
U8,M593,4
U8,M597,3
U9,M41,3
U9,M187,3
U9,M223,4
U9,M371,3
U9,M627,3
U9,M922,4
U9,M923,5
U9,M1037,2
U9,M1095,4
U9,M1198,5
U9,M1270,5
U9,M1674,4
U9,M1987,2
U9,M2011,3
U9,M2012,4
U9,M2023,3
U9,M2300,5
U9,M2877,3
U9,M2901,2
U9,M3173,2
U9,M3328,3
U9,M3735,3
U9,M4131,1
U9,M4558,1
U9,M4993,5
U9,M5218,4
U9,M5378,3
U9,M5445,4
U9,M5447,4
U9,M5451,4
U9,M5481,5
U9,M5507,1
U9,M5841,1
U9,M5843,3
U9,M5872,3
U9,M5890,4
U9,M5891,1
U9,M5893,4
U9,M5902,5
U9,M5952,5
U9,M5956,4
U9,M5962,1
U9,M5965,4
U9,M5988,2
U9,M6001,4
U9,M6044,2
U10,M296,1
U10,M356,3.5
U10,M588,4
U10,M597,3.5
U10,M912,4
U10,M1028,0.5
U10,M1088,3
U10,M1247,3
U10,M1307,3
U10,M1784,3.5
U10,M1907,4
U10,M2571,0.5
U10,M2671,3.5
U10,M2762,0.5
U10,M2858,1
U10,M2959,0.5
U10,M3578,4
U10,M3882,3
U10,M4246,3.5
U10,M4306,4.5
U10,M4447,4.5
U10,M4993,4
U10,M4995,4
U10,M5066,3
U10,M5377,3.5
U10,M5620,3
U10,M5943,3
U10,M5952,4
U10,M5957,3
U10,M6155,3
U10,M6266,3
U10,M6377,3.5
U10,M6535,4
U10,M6942,4
U10,M7149,4
U10,M7151,3
U10,M7153,4
U10,M7154,4
U10,M7169,4.5
U10,M7293,3.5
U10,M7375,4
U10,M7451,3.5
U10,M7458,5
U10,M8529,3.5
U10,M8533,5
U10,M8636,3.5
U10,M8665,3.5
U10,M8808,3
U10,M8869,5
U10,M8961,2.5
U10,M8969,3.5
U10,M8970,1
U10,M30749,3.5
U10,M31433,2.5
U10,M31685,4.5
U10,M33145,3
U10,M33679,3
U10,M33794,5
U10,M40629,3
U10,M40819,4
U10,M41285,2.5
U10,M47099,3
U10,M49272,5
U10,M49286,5
U10,M51662,3
U10,M51705,4.5
U10,M51834,1.5
U10,M54286,3.5
U10,M56367,3.5
U10,M56949,3
U10,M58047,3.5
U10,M58559,4.5
U10,M59333,2.5
U10,M59421,2
U10,M60397,3
U10,M60950,2
U10,M61250,2.5
U10,M63113,3.5
U10,M63992,4.5
U10,M64969,0.5
U10,M66203,3.5
U10,M68954,4
U10,M69406,4.5
U10,M69844,3
U10,M70183,3
U10,M70293,0.5
U10,M71579,5
U10,M72011,2.5
U10,M72330,3.5
U10,M72407,3
U10,M72720,3.5
U10,M72737,3.5
U10,M72998,2.5
U10,M73017,3
U10,M74450,3
U10,M77841,2
U10,M78772,3
U10,M79091,5
U10,M80549,3.5
U10,M81784,2.5
U10,M81845,5
U10,M81847,3.5
U10,M82167,3.5
U10,M82499,2
U10,M84374,3.5
U10,M86548,3
U10,M87222,3.5
U10,M88163,4
U10,M88810,3
U10,M91104,3
U10,M91529,5
U10,M92259,5
U10,M94070,4.5
U10,M95167,4
U10,M95449,4
U10,M95510,3
U10,M95543,3.5
U10,M96079,5
U10,M97024,0.5
U10,M97938,1
U10,M98203,3
U10,M103335,4
U10,M103339,4
U10,M104374,4
U10,M105211,2.5
U10,M106489,3.5
U10,M106696,4.5
U10,M106782,1
U10,M107141,2
U10,M109374,0.5
U10,M109487,0.5
U10,M109853,4
U10,M112006,4
U10,M113275,4.5
U10,M113394,4
U10,M119145,1
U10,M129428,3.5
U10,M136020,5
U10,M137595,4
U10,M140110,5
U11,M6,5
U11,M10,3
U11,M36,4
U11,M44,2
U11,M95,3
U11,M110,5
U11,M150,5
U11,M153,3
U11,M165,3
U11,M170,4
U11,M208,3
U11,M292,4
U11,M318,4
U11,M349,5
U11,M356,5
U11,M368,3
U11,M376,2
U11,M377,3
U11,M380,4
U11,M434,3
U11,M457,5
U11,M466,3
U11,M474,4
U11,M480,4
U11,M493,3
U11,M511,4
U11,M529,5
U11,M589,4
U11,M593,5
U11,M648,4
U11,M733,4
U11,M736,4
U11,M780,4
U11,M1100,3
U11,M1101,5
U11,M1210,4
U11,M1358,4
U11,M1370,3
U11,M1385,3
U11,M1391,1
U11,M1408,5
U11,M1438,3
U11,M1518,4
U11,M1552,4
U11,M1573,3
U11,M1584,5
U11,M1586,4
U11,M1597,4
U11,M1604,4
U11,M1608,4
U11,M1616,3
U11,M1687,3
U11,M1693,5
U11,M1704,4
U11,M1721,5
U11,M1784,5
U11,M1840,4
U11,M1882,2
U11,M1917,4
U11,M1918,4
U11,M1923,4
U11,M2002,2
U11,M2027,3
U11,M2028,5
U12,M39,4
U12,M168,5
U12,M222,5
U12,M256,5
U12,M261,4.5
U12,M277,3
U12,M357,3.5
U12,M543,3.5
U12,M830,4
U12,M838,5
U12,M920,4.5
U12,M1265,3.5
U12,M1357,5
U12,M1405,3
U12,M1721,5
U12,M1876,3.5
U12,M2072,5
U12,M2100,3.5
U12,M2421,3
U12,M2485,5
U12,M2572,5
U12,M2581,5
U12,M2694,4
U12,M2717,5
U12,M3668,5
U12,M3967,4.5
U12,M4018,4.5
U12,M5620,4
U12,M6942,5
U12,M8533,5
U12,M40629,5
U12,M63992,5
U13,M47,5
U13,M305,1
U13,M597,3
U13,M1173,3
U13,M1198,5
U13,M1590,4
U13,M1619,3
U13,M1639,4
U13,M1721,4
U13,M2145,3
U13,M2174,3
U13,M2541,2
U13,M2571,5
U13,M3300,4
U13,M3409,2
U13,M3513,3
U13,M3578,5
U13,M3624,4
U13,M3717,3
U13,M3753,4
U13,M3793,4
U13,M3798,4
U13,M3827,4
U13,M3863,4
U13,M3893,3
U13,M3897,4
U13,M3952,3
U13,M3977,3
U13,M3996,5
U13,M4011,5
U13,M4148,4
U14,M4,3
U14,M7,3
U14,M19,1
U14,M25,4
U14,M32,4
U14,M39,3
U14,M47,5
U14,M95,5
U14,M105,3
U14,M110,5
U14,M150,4
U14,M153,2
U14,M193,3
U14,M231,3
U14,M266,5
U14,M282,5
U14,M288,4
U14,M296,3
U14,M318,3
U14,M337,5
U14,M339,4
U14,M344,2
U14,M351,3
U14,M356,4
U14,M367,1
U14,M376,4
U14,M377,3
U14,M383,4
U14,M434,4
U14,M448,3
U14,M455,3
U14,M477,4
U14,M480,3
U14,M491,3
U14,M508,3
U14,M509,5
U14,M524,3
U14,M527,3
U14,M539,4
U14,M540,3
U14,M552,3
U14,M553,4
U14,M586,3
U14,M590,4
U14,M592,2
U14,M593,4
U14,M597,3
U14,M784,1
U15,M1,2.5
U15,M44,1
U15,M47,3.5
U15,M158,1
U15,M172,1
U15,M256,3
U15,M260,5
U15,M293,3
U15,M296,4
U15,M318,5
U15,M355,1
U15,M356,5
U15,M364,3
U15,M527,5
U15,M588,3
U15,M589,5
U15,M596,2
U15,M780,3.5
U15,M849,2
U15,M858,4
U15,M1196,5
U15,M1198,4
U15,M1200,5
U15,M1210,5
U15,M1214,5
U15,M1240,4
U15,M1265,3.5
U15,M1270,5
U15,M1347,3
U15,M1527,3
U15,M1653,4.5
U15,M1909,2.5
U15,M2001,5
U15,M2011,5
U15,M2012,4
U15,M2028,3.5
U15,M2081,3
U15,M2085,1.5
U15,M2150,5
U15,M2278,2.5
U15,M2329,4.5
U15,M2571,4
U15,M2762,3
U15,M2858,4
U15,M2916,4.5
U15,M2959,2.5
U15,M3147,5
U15,M3156,5
U15,M3499,4
U15,M3510,5
U15,M3535,3.5
U15,M3555,4
U15,M3578,5
U15,M3617,1.5
U15,M3753,3
U15,M3949,4
U15,M3994,3
U15,M4018,4
U15,M4022,3.5
U15,M4226,1.5
U15,M4306,3
U15,M4370,4
U15,M4720,5
U15,M4886,3.5
U15,M4993,3.5
U15,M4995,5
U15,M5445,4
U15,M5618,3
U15,M5952,3.5
U15,M5971,2
U15,M5989,5
U15,M6377,3
U15,M6502,3.5
U15,M6874,3
U15,M7254,3.5
U15,M7438,3
U15,M8360,2.5
U15,M8644,3.5
U15,M8961,2.5
U15,M33493,5
U15,M48304,4.5
U15,M48774,3
U15,M48780,4.5
U15,M50872,3
U15,M56174,3.5
U15,M58559,2
U15,M59315,2
U15,M60069,3.5
U15,M63859,3
U15,M64614,4
U15,M68237,3
U15,M68954,3.5
U15,M69757,4
U15,M70286,3.5
U15,M71057,4
U15,M71264,2.5
U15,M72998,3
U15,M79132,3.5
U15,M84152,5
U15,M84954,4.5
U15,M85414,3.5
U15,M89745,2
U15,M91500,3
U15,M91529,2
U15,M94864,3
U15,M96610,3
U15,M97938,4
U15,M99114,1
U15,M101864,4
U15,M103249,3.5
U15,M104841,4.5
U15,M105504,4
U15,M109374,2
U15,M109487,4
U15,M110102,1.5
U15,M111759,4.5
U15,M112556,4.5
U15,M112852,1.5
U15,M115149,2
U15,M115713,2
U15,M120466,2.5
U15,M122882,2
U15,M122886,5
U15,M122904,2
U15,M122922,2
U15,M122924,1
U15,M134130,4
U15,M134853,4.5
U15,M143385,3
U15,M152077,5
U15,M152081,3
U15,M158872,3.5
U15,M160980,3.5
U15,M166528,5
U15,M166635,3.5
U16,M47,3.5
U16,M50,4
U16,M111,4.5
U16,M204,2
U16,M260,3
U16,M293,4
